pretraitement,classifieur,best_params,kfold,size,testsize,accuracy,precision,recall,fmesure,matrice
TFFTF,RFO,"{'n_estimators': 300, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_depth': 30, 'bootstrap': False}","[10, 30, 5]",0.8,0.2,0.49503900628645,0.5068680034238036,0.49503900628645,0.4944643212091247,"[[21.6  8.2  4.8  6. ]
 [ 4.6 21.6  8.6  5.8]
 [ 5.6 11.2 17.2  6.6]
 [ 6.8  6.8  7.  20. ]]"
TFFTT,RFO,"{'n_estimators': 300, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_depth': 20, 'bootstrap': False}","[10, 30, 5]",0.8,0.2,0.4433234870862683,0.4631241102308755,0.4433234870862683,0.4427627285562641,"[[17.8  7.   6.4  9.4]
 [ 6.4 19.8  8.8  5.6]
 [ 5.6 10.  15.2  9.8]
 [ 9.2  6.   6.2 19.2]]"
TFTFF,RFO,"{'n_estimators': 300, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_depth': 40, 'bootstrap': True}","[10, 30, 5]",0.8,0.2,0.4692418389759903,0.4846118653276673,0.4692418389759903,0.4678712211366906,"[[17.6  5.6  6.6 10.8]
 [ 5.  21.8  9.6  4.2]
 [ 6.6 10.4 16.8  6.8]
 [ 7.   7.6  6.  20. ]]"
TFTFT,RFO,"{'n_estimators': 100, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_depth': 30, 'bootstrap': False}","[10, 30, 5]",0.8,0.2,0.4729379686434901,0.4827278294493676,0.4729379686434901,0.4721205110887616,"[[19.2  9.   6.4  6. ]
 [ 6.2 22.2  7.8  4.4]
 [ 7.2  9.8 16.4  7.2]
 [ 8.   7.2  6.4 19. ]]"
TFTTF,RFO,"{'n_estimators': 200, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_depth': 40, 'bootstrap': False}","[10, 30, 5]",0.8,0.2,0.4815950920245398,0.491665122241897,0.4815950920245398,0.4789010853190358,"[[21.   6.6  7.8  5.2]
 [ 5.6 23.   7.2  4.8]
 [ 7.2 10.2 15.4  7.8]
 [ 7.   8.   6.8 18.8]]"
TFTTT,RFO,"{'n_estimators': 200, 'min_samples_split': 10, 'min_samples_leaf': 4, 'max_depth': 20, 'bootstrap': False}","[10, 30, 5]",0.8,0.2,0.4864424751950315,0.4943356521099654,0.4864424751950315,0.4845319904232421,"[[20.8  5.8  6.8  7.2]
 [ 4.2 22.   9.4  5. ]
 [ 5.6 10.2 17.4  7.4]
 [ 8.6  7.6  5.6 18.8]]"
TTFFF,RFO,"{'n_estimators': 100, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_depth': 30, 'bootstrap': False}","[10, 30, 5]",0.8,0.2,0.4729303946072862,0.4879790916699389,0.4729303946072862,0.4750755302333405,"[[20.4  6.2  7.6  6.4]
 [ 6.8 19.8 10.   4. ]
 [ 5.6 11.2 18.2  5.6]
 [ 6.4  7.4  8.4 18.4]]"
TTFFT,RFO,"{'n_estimators': 300, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_depth': 30, 'bootstrap': False}","[10, 30, 5]",0.8,0.2,0.4765962281299705,0.4956980209082669,0.4765962281299705,0.474817895610345,"[[20.6  7.6  7.8  4.6]
 [ 7.  23.8  7.2  2.6]
 [ 7.6 10.  16.8  6.2]
 [ 8.4  8.6  7.4 16.2]]"
TTFTF,RFO,"{'n_estimators': 300, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_depth': 40, 'bootstrap': True}","[10, 30, 5]",0.8,0.2,0.4605316973415133,0.479344830633194,0.4605316973415133,0.4598097506530141,"[[18.6  7.   9.   6. ]
 [ 6.  18.2 10.4  6. ]
 [ 5.8  7.8 19.8  7.2]
 [ 7.6  6.2  8.6 18.2]]"
TTFTT,RFO,"{'n_estimators': 300, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_depth': 40, 'bootstrap': True}","[10, 30, 5]",0.8,0.2,0.4876770430962659,0.5032675270167688,0.4876770430962659,0.4864491180999729,"[[20.8  6.4  4.4  9. ]
 [ 5.  22.8  6.4  6.4]
 [ 5.6  9.8 17.2  8. ]
 [ 9.6  8.4  4.2 18.4]]"
TTTFF,RFO,"{'n_estimators': 300, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_depth': 30, 'bootstrap': False}","[10, 30, 5]",0.8,0.2,0.5000075740362039,0.5105020816635972,0.5000075740362039,0.4907465211741139,"[[22.6  5.   7.2  5.8]
 [ 3.8 26.   8.   2.8]
 [ 7.4 11.4 16.2  5.6]
 [ 8.6 10.   5.6 16.4]]"
TTTFT,RFO,"{'n_estimators': 300, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_depth': 40, 'bootstrap': True}","[10, 30, 5]",0.8,0.2,0.4568355676740134,0.4721210610172254,0.4568355676740134,0.4550388086707887,"[[20.2  6.8  6.2  7.4]
 [ 4.2 20.4 10.2  5.8]
 [ 4.8 14.  14.4  7.4]
 [ 8.   8.   5.4 19.2]]"
TTTTF,RFO,"{'n_estimators': 200, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_depth': 40, 'bootstrap': False}","[10, 30, 5]",0.8,0.2,0.4826706051654927,0.495789197675507,0.4826706051654927,0.4810901187912657,"[[21.6  6.   6.2  6.8]
 [ 6.8 22.2  7.   4.6]
 [ 8.6 10.4 17.   4.6]
 [ 9.8  7.2  6.  17.6]]"
TTTTT,RFO,"{'n_estimators': 300, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_depth': 40, 'bootstrap': True}","[10, 30, 5]",0.8,0.2,0.4507005983488601,0.4643420781916294,0.4507005983488601,0.4485285911099422,"[[16.6  7.2  7.   9.8]
 [ 4.6 21.6  8.8  5.6]
 [ 5.6 10.8 14.4  9.8]
 [ 6.8  6.2  7.  20.6]]"
