pretraitement,classifieur,n_split,accuracy,precision,recall,fmesure,matrice
TTFFF,SVM,5,0.4507460425660834,0.4791170426952142,0.4507460425660834,0.44846504933424,"[[21.   7.6  7.2  4.8]
 [ 7.6 18.8  9.6  4.6]
 [ 9.  11.2 17.4  3. ]
 [10.6  8.8  5.2 16. ]]"
TTFFT,SVM,5,0.4950617283950618,0.5156306936531343,0.4950617283950618,0.4959158739206132,"[[18.8  5.  10.8  6. ]
 [ 4.4 21.   9.2  6. ]
 [ 4.4  9.6 20.6  6. ]
 [ 5.4  6.6  8.6 20. ]]"
TTFTF,SVM,5,0.5197758085283648,0.5614374602002018,0.5197758085283648,0.5194462306588239,"[[21.4  6.4  8.6  4.2]
 [ 5.  19.8 13.8  2. ]
 [ 3.2  8.8 23.2  5.4]
 [ 6.4  6.8  7.4 20. ]]"
TTFTT,SVM,5,0.4569491782170718,0.484725101108645,0.4569491782170718,0.4559186530093555,"[[19.6  8.4  6.   6.6]
 [ 6.8 19.4 10.4  4. ]
 [ 5.  13.4 16.   6.2]
 [ 6.4  9.   6.  19.2]]"
TTTFF,SVM,5,0.4432780428690449,0.4729292533859803,0.4432780428690449,0.43934024164262,"[[22.2  6.8  6.6  5. ]
 [ 8.6 15.8 11.4  4.8]
 [ 8.8 13.6 15.2  3. ]
 [10.   7.4  4.4 18.8]]"
TTTFT,SVM,5,0.4926228887374081,0.5054179438383596,0.4926228887374081,0.4923813135193502,"[[23.   7.2  4.8  5.6]
 [ 7.2 17.4  9.6  6.4]
 [ 7.   9.  20.4  4.2]
 [ 9.   8.   4.4 19.2]]"
TTTTF,SVM,5,0.5073771112625918,0.5452930394482169,0.5073771112625918,0.5095199757858352,"[[21.4  5.8  7.8  5.6]
 [ 4.4 18.2 14.8  3.2]
 [ 4.8  9.  24.6  2.2]
 [ 7.8  8.8  5.8 18.2]]"
TTTTT,SVM,5,0.4384003635537377,0.4607119081998922,0.4384003635537377,0.4304076225386659,"[[18.8  5.4  9.   7.4]
 [ 6.2 15.4 13.4  5.6]
 [ 6.4  9.6 18.2  6.4]
 [ 7.   6.4  8.4 18.8]]"
FFFFF,RFO,5,0.4054123344252955,0.4235004207385863,0.4054123344252955,0.3980304441060359,"[[14.4  7.   4.2  4. ]
 [ 6.4 12.8  6.2  4.2]
 [ 5.2 10.2  7.   7.2]
 [ 5.2  5.6  5.  13.8]]"
FFFFT,RFO,5,0.4426292550918672,0.4574607512478899,0.4426292550918672,0.4334476013876057,"[[14.8  5.8  4.2  4.8]
 [ 5.8 14.4  7.4  2. ]
 [ 6.2  8.6  9.2  5.6]
 [ 6.4  4.8  4.4 14. ]]"
FFFTF,RFO,5,0.4508901865831078,0.4912488964799084,0.4508901865831078,0.448497547054407,"[[15.6  5.   4.2  4.8]
 [ 5.  12.8  8.2  3.6]
 [ 5.2  8.  12.2  4.2]
 [ 5.6  5.6  5.6 12.8]]"
FFFTT,RFO,5,0.4391112377154251,0.4769712295757944,0.4391112377154251,0.4355544028438175,"[[13.8  5.2  4.8  5.8]
 [ 3.8 13.8  7.8  4.2]
 [ 3.8  9.2 11.4  5.2]
 [ 6.   6.2  4.4 13. ]]"
