pretraitement,classifieur,n_split,accuracy,precision,recall,fmesure,matrice
TTTFT,RFO,5,0.6311728395061728,0.6428800956479461,0.6311728395061728,0.6304721839884151,"[[24.2 16.2]
 [13.6 26.8]]"
TTTTF,RFO,5,0.6681481481481482,0.6716406444432736,0.6681481481481482,0.6654671530494051,"[[24.6 15.8]
 [11.  29.4]]"
TTTTT,RFO,5,0.5619444444444445,0.5807332378434921,0.5619444444444445,0.5570209033732698,"[[22.8 17.6]
 [17.8 22.6]]"
FFFFF,MultinomialNB,5,0.5913559322033899,0.6519478105386375,0.5913559322033899,0.5698601118928879,"[[13.8 15.8]
 [ 8.4 21.2]]"
FFFFT,MultinomialNB,5,0.6384180790960452,0.6997158643504628,0.6384180790960452,0.615487850878532,"[[13.4 16.2]
 [ 5.2 24.4]]"
FFFTF,MultinomialNB,5,0.5948022598870057,0.6247408490397924,0.5948022598870057,0.5876936220077422,"[[16.4 13.2]
 [10.8 18.8]]"
FFFTT,MultinomialNB,5,0.6522033898305085,0.7081237533649201,0.6522033898305085,0.639647031521813,"[[16.  13.6]
 [ 7.  22.6]]"
FFTFF,MultinomialNB,5,0.5845762711864407,0.6460460428103822,0.5845762711864407,0.5586604262911976,"[[13.6 16. ]
 [ 8.6 21. ]]"
FFTFT,MultinomialNB,5,0.6151412429378531,0.7114947880454552,0.6151412429378531,0.5877908501366728,"[[17.6 12. ]
 [10.8 18.8]]"
FFTTF,MultinomialNB,5,0.6487005649717514,0.6821750173724246,0.6487005649717514,0.6434161041986098,"[[16.8 12.8]
 [ 8.  21.6]]"
FFTTT,MultinomialNB,5,0.68954802259887,0.7159094205718688,0.68954802259887,0.686476509843984,"[[20.8  8.8]
 [ 9.6 20. ]]"
FTFFF,MultinomialNB,5,0.6316384180790962,0.691302147187242,0.6316384180790962,0.6124633947342166,"[[16.4 13.2]
 [ 8.6 21. ]]"
