pretraitement,classification,classifieur,kfold,size,testsize,seed,accuracy,matrice,recall,precision,fmesure
TFFFT,VraiFaux_Other,RFO,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.5864750322461765,"[[40.         27.33333333]
 [28.33333333 39.        ]]","{'truefalse': 0.5780604022142807, 'other': 0.5976190476190476}","{'truefalse': 0.5944669365721997, 'other': 0.5849109954373112}","{'truefalse': 0.5825071839080459, 'other': 0.5876378269617706}"
TFFTF,VraiFaux_Other,RFO,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.6015109637000184,"[[38.33333333 29.        ]
 [24.66666667 42.66666667]]","{'truefalse': 0.6330177895732604, 'other': 0.5687324929971989}","{'truefalse': 0.5952880152880153, 'other': 0.6075056252009}","{'truefalse': 0.6133721871458637, 'other': 0.5872294685990339}"
TFFTT,VraiFaux_Other,RFO,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.5594250967385296,"[[35.33333333 32.        ]
 [27.33333333 40.        ]]","{'truefalse': 0.5993338763926844, 'other': 0.5298056722689076}","{'truefalse': 0.5677673583994564, 'other': 0.5722610722610723}","{'truefalse': 0.5694915254237288, 'other': 0.5367429874120329}"
TFTFF,VraiFaux_Other,RFO,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.6213009028929427,"[[42.66666667 24.66666667]
 [26.33333333 41.        ]]","{'truefalse': 0.6118778904771914, 'other': 0.6358018207282914}","{'truefalse': 0.6278690662493479, 'other': 0.623272185716182}","{'truefalse': 0.6153447001989201, 'other': 0.6256356670149773}"
TFTFT,VraiFaux_Other,RFO,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.5817394508936798,"[[37.66666667 29.66666667]
 [26.66666667 40.66666667]]","{'truefalse': 0.6067637166281269, 'other': 0.5592086834733894}","{'truefalse': 0.5760324139005766, 'other': 0.592821790082064}","{'truefalse': 0.5886143931256713, 'other': 0.5727735687738061}"
TFTTF,VraiFaux_Other,RFO,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.6040169522756588,"[[40.33333333 27.        ]
 [26.33333333 41.        ]]","{'truefalse': 0.6104764469904002, 'other': 0.5987307422969188}","{'truefalse': 0.6031794662309369, 'other': 0.6063876437892319}","{'truefalse': 0.6059002820195571, 'other': 0.6016008844555167}"
TFTTT,VraiFaux_Other,RFO,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.5817025981205085,"[[41.         26.33333333]
 [30.         37.33333333]]","{'truefalse': 0.5560774472706888, 'other': 0.6097076330532213}","{'truefalse': 0.5885096153846154, 'other': 0.580893159652216}","{'truefalse': 0.5677009093005708, 'other': 0.5913125816406272}"
TTFFF,VraiFaux_Other,RFO,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.5941772618389534,"[[41.66666667 25.66666667]
 [29.         38.33333333]]","{'truefalse': 0.5734312591969729, 'other': 0.6203431372549019}","{'truefalse': 0.6000083794201442, 'other': 0.5965431296684088}","{'truefalse': 0.5817206015197408, 'other': 0.6042602899745758}"
TTFFT,VraiFaux_Other,RFO,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.631232725262576,"[[43.33333333 24.        ]
 [25.66666667 41.66666667]]","{'truefalse': 0.6220142684464999, 'other': 0.6451593137254902}","{'truefalse': 0.6365018610183799, 'other': 0.633311962701537}","{'truefalse': 0.6255495029869036, 'other': 0.6358763468178227}"
TTFTF,VraiFaux_Other,RFO,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.5939745715865119,"[[36.33333333 31.        ]
 [23.66666667 43.66666667]]","{'truefalse': 0.6455147239156331, 'other': 0.5397146358543417}","{'truefalse': 0.5814057276963479, 'other': 0.6085459681320912}","{'truefalse': 0.6116385735580782, 'other': 0.5716999050332383}"
TTFTT,VraiFaux_Other,RFO,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.5444260180578588,"[[41.33333333 26.        ]
 [35.33333333 32.        ]]","{'truefalse': 0.4761524682923411, 'other': 0.6167279411764706}","{'truefalse': 0.5586346220828979, 'other': 0.538515406162465}","{'truefalse': 0.5111065903793177, 'other': 0.572723258057772}"
TTTFF,VraiFaux_Other,RFO,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.5917081260364841,"[[42.33333333 25.        ]
 [30.         37.33333333]]","{'truefalse': 0.5590193837152267, 'other': 0.630593487394958}","{'truefalse': 0.5998455598455598, 'other': 0.5940631808278868}","{'truefalse': 0.572805587034836, 'other': 0.6068367873737001}"
TTTFT,VraiFaux_Other,RFO,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.581592039800995,"[[38.66666667 28.66666667]
 [27.66666667 39.66666667]]","{'truefalse': 0.5907642684464999, 'other': 0.5785714285714286}","{'truefalse': 0.5921849219962427, 'other': 0.5826146455503128}","{'truefalse': 0.5850491649691, 'other': 0.5747828564012062}"
TTTTF,VraiFaux_Other,RFO,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.5569375345494748,"[[37.         30.33333333]
 [29.33333333 38.        ]]","{'truefalse': 0.562480292200967, 'other': 0.5472601540616248}","{'truefalse': 0.5555662229049325, 'other': 0.5554604505405201}","{'truefalse': 0.5580317399490319, 'other': 0.5501718417863599}"
TTTTT,VraiFaux_Other,RFO,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.6188133407038879,"[[36.33333333 31.        ]
 [20.33333333 47.        ]]","{'truefalse': 0.7031545616985495, 'other': 0.5418942577030813}","{'truefalse': 0.6056899004267425, 'other': 0.6583238255369402}","{'truefalse': 0.6445419195377871, 'other': 0.5834790205150905}"
FFFFF,VraiFaux_Other,MultinomialNB,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.5944478801621659,"[[24.         25.33333333]
 [14.66666667 34.66666667]]","{'truefalse': 0.7195175954887386, 'other': 0.5035896403650026}","{'truefalse': 0.6240573152337858, 'other': 0.7140104089949427}","{'truefalse': 0.6189810685715377, 'other': 0.5124159368388705}"
FFFFT,VraiFaux_Other,MultinomialNB,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.5437710437710438,"[[19.66666667 29.66666667]
 [15.33333333 34.        ]]","{'truefalse': 0.7041726925189744, 'other': 0.41368089103596345}","{'truefalse': 0.5538087471306029, 'other': 0.6235896913863015}","{'truefalse': 0.5962274608397481, 'other': 0.435605353252412}"
FFFTF,VraiFaux_Other,MultinomialNB,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.6182574039716897,"[[29.66666667 19.66666667]
 [18.         31.33333333]]","{'truefalse': 0.6484657899752239, 'other': 0.6120840042941492}","{'truefalse': 0.64250904850605, 'other': 0.6546275563516942}","{'truefalse': 0.6168870571657795, 'other': 0.6045290607708195}"
FFFTT,VraiFaux_Other,MultinomialNB,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.6079502508073936,"[[24.33333333 25.        ]
 [13.66666667 35.66666667]]","{'truefalse': 0.7353725938631599, 'other': 0.5059715512614064}","{'truefalse': 0.6064815727722674, 'other': 0.6939625386433897}","{'truefalse': 0.6472038325306424, 'other': 0.5402118131768344}"
FFTFF,VraiFaux_Other,MultinomialNB,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.6012849584278156,"[[24.66666667 24.66666667]
 [14.66666667 34.66666667]]","{'truefalse': 0.7205574053520779, 'other': 0.5162372517444981}","{'truefalse': 0.6352941176470588, 'other': 0.7330717814588782}","{'truefalse': 0.6224199876730656, 'other': 0.5259073829166404}"
FFTFT,VraiFaux_Other,MultinomialNB,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.6215900501614787,"[[27.33333333 22.        ]
 [15.33333333 34.        ]]","{'truefalse': 0.7060056727093352, 'other': 0.5697799248523886}","{'truefalse': 0.6582268679829656, 'other': 0.722278395685878}","{'truefalse': 0.6410165212101931, 'other': 0.5716833890746933}"
FFTTF,VraiFaux_Other,MultinomialNB,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.614856043427472,"[[28.33333333 21.        ]
 [17.         32.33333333]]","{'truefalse': 0.6704531440935436, 'other': 0.5867887815351583}","{'truefalse': 0.6315892672858617, 'other': 0.6749012891870034}","{'truefalse': 0.623969121050036, 'other': 0.5882016036655212}"
FFTTT,VraiFaux_Other,MultinomialNB,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.5607778464921321,"[[26.33333333 23.        ]
 [20.33333333 29.        ]]","{'truefalse': 0.6043004966423391, 'other': 0.547470477724101}","{'truefalse': 0.5789473684210527, 'other': 0.6144505160898603}","{'truefalse': 0.5631625834597925, 'other': 0.5308414390554491}"
FTFFF,VraiFaux_Other,MultinomialNB,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.5675462104033532,"[[23.66666667 25.66666667]
 [17.         32.33333333]]","{'truefalse': 0.6760389690467381, 'other': 0.496947128287708}","{'truefalse': 0.6076371018470864, 'other': 0.7042457805907173}","{'truefalse': 0.5755941419701994, 'other': 0.4898205128205128}"
FTFFT,VraiFaux_Other,MultinomialNB,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.5943448086305229,"[[19.         30.33333333]
 [ 9.66666667 39.66666667]]","{'truefalse': 0.8143504972028834, 'other': 0.39902039720880295}","{'truefalse': 0.5865623877687138, 'other': 0.7296799061504943}","{'truefalse': 0.664543424994937, 'other': 0.45987666606223304}"
FTFTF,VraiFaux_Other,MultinomialNB,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.5743145743145742,"[[27.66666667 21.66666667]
 [20.33333333 29.        ]]","{'truefalse': 0.6060269733965628, 'other': 0.5758185721953838}","{'truefalse': 0.607051282051282, 'other': 0.6304761904761905}","{'truefalse': 0.5637851841390228, 'other': 0.5514600397449507}"
FTFTT,VraiFaux_Other,MultinomialNB,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.5911152339723769,"[[27.33333333 22.        ]
 [18.33333333 31.        ]]","{'truefalse': 0.6448026323165057, 'other': 0.5707192699946323}","{'truefalse': 0.6303710074919708, 'other': 0.6516526610644258}","{'truefalse': 0.5989918699186991, 'other': 0.5518166470084876}"
FTTFF,VraiFaux_Other,MultinomialNB,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.6013536727822442,"[[21.33333333 28.        ]
 [11.33333333 38.        ]]","{'truefalse': 0.7841371540039687, 'other': 0.44327026301663985}","{'truefalse': 0.6047733599612685, 'other': 0.7597098540908901}","{'truefalse': 0.6450196078431373, 'other': 0.4868033972222334}"
FTTFT,VraiFaux_Other,MultinomialNB,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.5741427884285027,"[[17.         32.33333333]
 [ 9.66666667 39.66666667]]","{'truefalse': 0.8128174082669087, 'other': 0.3541666666666667}","{'truefalse': 0.5592520641087907, 'other': 0.6859096188364481}","{'truefalse': 0.6534588649467888, 'other': 0.4352195697023283}"
FTTTF,VraiFaux_Other,MultinomialNB,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.5912870198584484,"[[26.33333333 23.        ]
 [17.33333333 32.        ]]","{'truefalse': 0.6642170876355116, 'other': 0.5452898550724637}","{'truefalse': 0.5993589743589743, 'other': 0.6643790849673202}","{'truefalse': 0.6074909225301243, 'other': 0.5573721234098593}"
FTTTT,VraiFaux_Other,MultinomialNB,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.6720263863121007,"[[28.33333333 21.        ]
 [11.33333333 38.        ]]","{'truefalse': 0.7814241191044742, 'other': 0.5892713365539453}","{'truefalse': 0.6733152664859983, 'other': 0.7666446208112875}","{'truefalse': 0.7030301669622744, 'other': 0.6167403043691705}"
TFFFF,VraiFaux_Other,MultinomialNB,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.5668509305325226,"[[40.         27.33333333]
 [31.         36.33333333]]","{'truefalse': 0.5510519585172728, 'other': 0.6025035014005602}","{'truefalse': 0.598284801350455, 'other': 0.5995069384899894}","{'truefalse': 0.5149987612127329, 'other': 0.5636169542936837}"
TFFFT,VraiFaux_Other,MultinomialNB,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.6088999447208403,"[[40.33333333 27.        ]
 [25.66666667 41.66666667]]","{'truefalse': 0.6267747967906944, 'other': 0.6060136554621849}","{'truefalse': 0.6326695337106832, 'other': 0.6469210205495122}","{'truefalse': 0.6024987676916378, 'other': 0.5900823586263824}"
TFFTF,VraiFaux_Other,MultinomialNB,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.6436889625944352,"[[45.33333333 22.        ]
 [26.         41.33333333]]","{'truefalse': 0.620073050241749, 'other': 0.6759366246498599}","{'truefalse': 0.6559958875981143, 'other': 0.653513357926643}","{'truefalse': 0.6265897664753224, 'other': 0.654628592758492}"
TFFTT,VraiFaux_Other,MultinomialNB,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.6139303482587065,"[[48.33333333 19.        ]
 [33.         34.33333333]]","{'truefalse': 0.5149450809333613, 'other': 0.7217787114845938}","{'truefalse': 0.6619337390128465, 'other': 0.6018458988756018}","{'truefalse': 0.5638672438672439, 'other': 0.6488454524965682}"
TFTFF,VraiFaux_Other,MultinomialNB,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.5890915791413304,"[[38.         29.33333333]
 [26.         41.33333333]]","{'truefalse': 0.6221741205942121, 'other': 0.5709208683473389}","{'truefalse': 0.6021493079380922, 'other': 0.6239590049430475}","{'truefalse': 0.5874801727920084, 'other': 0.5652773610231295}"
TFTFT,VraiFaux_Other,MultinomialNB,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.6288004422332781,"[[41.66666667 25.66666667]
 [24.33333333 43.        ]]","{'truefalse': 0.6462559561348189, 'other': 0.625}","{'truefalse': 0.6551751189391638, 'other': 0.6557960557960558}","{'truefalse': 0.6229232433714226, 'other': 0.6176330684401852}"
TFTTF,VraiFaux_Other,MultinomialNB,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.6213561820526995,"[[43.66666667 23.66666667]
 [27.33333333 40.        ]]","{'truefalse': 0.5992397169084157, 'other': 0.6514005602240897}","{'truefalse': 0.6330872011251758, 'other': 0.6268444522936995}","{'truefalse': 0.6066102734266182, 'other': 0.6309517048612765}"
TFTTT,VraiFaux_Other,MultinomialNB,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.6137829371660217,"[[41.33333333 26.        ]
 [26.         41.33333333]]","{'truefalse': 0.6175526417209726, 'other': 0.6189863445378151}","{'truefalse': 0.6303361924479937, 'other': 0.6180784590086916}","{'truefalse': 0.6130895601483838, 'other': 0.6084245439469319}"
TTFFF,VraiFaux_Other,MultinomialNB,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.6163073521282477,"[[37.         30.33333333]
 [21.33333333 46.        ]]","{'truefalse': 0.690424418400953, 'other': 0.553343837535014}","{'truefalse': 0.6064002599090318, 'other': 0.6633964068992317}","{'truefalse': 0.6333777796845282, 'other': 0.58390459813213}"
TTFFT,VraiFaux_Other,MultinomialNB,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.6164179104477613,"[[42.33333333 25.        ]
 [26.66666667 40.66666667]]","{'truefalse': 0.6148406295984864, 'other': 0.6355567226890756}","{'truefalse': 0.6463524716725657, 'other': 0.6610385353748186}","{'truefalse': 0.5765689788460188, 'other': 0.6149873925850343}"
TTFTF,VraiFaux_Other,MultinomialNB,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.6659480375898287,"[[47.66666667 19.66666667]
 [25.33333333 42.        ]]","{'truefalse': 0.6304897169084157, 'other': 0.7114758403361345}","{'truefalse': 0.6909181859483658, 'other': 0.6749151224181511}","{'truefalse': 0.6436726737478616, 'other': 0.6792428951519861}"
TTFTT,VraiFaux_Other,MultinomialNB,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.5841901603095633,"[[48.         19.33333333]
 [36.66666667 30.66666667]]","{'truefalse': 0.46353509740032234, 'other': 0.7178571428571429}","{'truefalse': 0.6282100177981186, 'other': 0.5816912972085386}","{'truefalse': 0.503235278965535, 'other': 0.6285137559808612}"
TTTFF,VraiFaux_Other,MultinomialNB,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.586493458632762,"[[36.         31.33333333]
 [24.33333333 43.        ]]","{'truefalse': 0.6510657539765959, 'other': 0.5458070728291317}","{'truefalse': 0.633824127941775, 'other': 0.6544754041967664}","{'truefalse': 0.5700953681344846, 'other': 0.5219673537826403}"
TTTFT,VraiFaux_Other,MultinomialNB,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.5618021006080708,"[[34.66666667 32.66666667]
 [26.33333333 41.        ]]","{'truefalse': 0.6194883855371032, 'other': 0.5242734593837536}","{'truefalse': 0.5858488201382174, 'other': 0.601851851851852}","{'truefalse': 0.5537545161605313, 'other': 0.5139248285231636}"
TTTTF,VraiFaux_Other,MultinomialNB,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.6384927215772987,"[[44.         23.33333333]
 [25.33333333 42.        ]]","{'truefalse': 0.6289043339639829, 'other': 0.6592874649859944}","{'truefalse': 0.6668165813940693, 'other': 0.6452278704351011}","{'truefalse': 0.6281362995648709, 'other': 0.6380671739162306}"
TTTTT,VraiFaux_Other,MultinomialNB,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.633665008291874,"[[42.33333333 25.        ]
 [24.33333333 43.        ]]","{'truefalse': 0.6450428316165651, 'other': 0.6341911764705882}","{'truefalse': 0.6528294862248697, 'other': 0.6537593984962405}","{'truefalse': 0.6276381189500616, 'other': 0.6267946009809889}"
FFFFF,VraiFaux_Other,Xgboost,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.5576513433656292,"[[26.66666667 22.66666667]
 [21.         28.33333333]]","{'truefalse': 0.5788041345754998, 'other': 0.5381105743424585}","{'truefalse': 0.5556963298139769, 'other': 0.5604284266898248}","{'truefalse': 0.5659683188553909, 'other': 0.548063227375369}"
FFFFT,VraiFaux_Other,Xgboost,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.6214869786298358,"[[31.         18.33333333]
 [19.         30.33333333]]","{'truefalse': 0.6172799022410564, 'other': 0.633588298443371}","{'truefalse': 0.6300248865466257, 'other': 0.6218993602348876}","{'truefalse': 0.6193181818181818, 'other': 0.6234162935193863}"
FFFTF,VraiFaux_Other,Xgboost,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.5879887308458738,"[[29.66666667 19.66666667]
 [21.         28.33333333]]","{'truefalse': 0.5775176851758427, 'other': 0.6011808910359635}","{'truefalse': 0.5936285936285937, 'other': 0.5847582205029013}","{'truefalse': 0.5834410389640531, 'other': 0.5909902326265014}"
FFFTT,VraiFaux_Other,Xgboost,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.5779220779220778,"[[28.66666667 20.66666667]
 [21.         28.33333333]]","{'truefalse': 0.5792974136481351, 'other': 0.5782340311325819}","{'truefalse': 0.5778344671201814, 'other': 0.5786314525810323}","{'truefalse': 0.5775222683558678, 'other': 0.5774530410702966}"
FFTFF,VraiFaux_Other,Xgboost,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.6014911014911015,"[[26.33333333 23.        ]
 [16.33333333 33.        ]]","{'truefalse': 0.674273254184464, 'other': 0.5349906065485777}","{'truefalse': 0.5928813559322034, 'other': 0.6201421594278737}","{'truefalse': 0.6275963518681965, 'other': 0.5704849856802318}"
FFTFT,VraiFaux_Other,Xgboost,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.645227788084931,"[[30.33333333 19.        ]
 [16.         33.33333333]]","{'truefalse': 0.675610152580186, 'other': 0.6149355877616748}","{'truefalse': 0.6352100840336136, 'other': 0.6561692506459949}","{'truefalse': 0.6539723450143017, 'other': 0.6340480545737116}"
FFTTF,VraiFaux_Other,Xgboost,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.6249226963512678,"[[33.33333333 16.        ]
 [21.         28.33333333]]","{'truefalse': 0.569798988777901, 'other': 0.6758588298443371}","{'truefalse': 0.6339882943143812, 'other': 0.6134050678154216}","{'truefalse': 0.6001697921624233, 'other': 0.643113011237261}"
FFTTT,VraiFaux_Other,Xgboost,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.651996151996152,"[[30.66666667 18.66666667]
 [15.66666667 33.66666667]]","{'truefalse': 0.6811595421473334, 'other': 0.6223161567364466}","{'truefalse': 0.6437873394972023, 'other': 0.6598639455782312}","{'truefalse': 0.6611141745550347, 'other': 0.6396076721216155}"
FTFFF,VraiFaux_Other,Xgboost,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.5508486222771937,"[[25.33333333 24.        ]
 [20.33333333 29.        ]]","{'truefalse': 0.5949954595903542, 'other': 0.5138888888888888}","{'truefalse': 0.5474709657874449, 'other': 0.5638247863247864}","{'truefalse': 0.5666069205875031, 'other': 0.5335397027719805}"
FTFFT,VraiFaux_Other,Xgboost,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.5881605167319454,"[[26.33333333 23.        ]
 [17.66666667 31.66666667]]","{'truefalse': 0.6514955324611261, 'other': 0.5321054750402576}","{'truefalse': 0.5770591459464846, 'other': 0.6138898290061081}","{'truefalse': 0.6075100376542054, 'other': 0.5645742272708566}"
FTFTF,VraiFaux_Other,Xgboost,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.5810829382257955,"[[29.         20.33333333]
 [21.         28.33333333]]","{'truefalse': 0.5783108555028643, 'other': 0.5916196994095545}","{'truefalse': 0.5857414726979945, 'other': 0.5847458545279227}","{'truefalse': 0.5778619528619529, 'other': 0.5840025482232881}"
FTFTT,VraiFaux_Other,Xgboost,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.6317941317941318,"[[30.         19.33333333]
 [17.         32.33333333]]","{'truefalse': 0.6567954797699526, 'other': 0.6076892109500805}","{'truefalse': 0.6256011838697743, 'other': 0.6380280604378662}","{'truefalse': 0.6400490682866989, 'other': 0.6218072894245946}"
FTTFF,VraiFaux_Other,Xgboost,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.5810142238713666,"[[26.         23.33333333]
 [18.         31.33333333]]","{'truefalse': 0.6371876366326976, 'other': 0.5299248523886205}","{'truefalse': 0.5755521314843349, 'other': 0.5935453435453435}","{'truefalse': 0.602071102471628, 'other': 0.5568365172621906}"
FTTFT,VraiFaux_Other,Xgboost,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.6046176046176046,"[[28.33333333 21.        ]
 [18.         31.33333333]]","{'truefalse': 0.634368098297066, 'other': 0.5774288781535158}","{'truefalse': 0.5985134794658604, 'other': 0.6136026936026936}","{'truefalse': 0.6143391188251001, 'other': 0.5934065934065934}"
FTTTF,VraiFaux_Other,Xgboost,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.5844499415927987,"[[29.33333333 20.        ]
 [21.         28.33333333]]","{'truefalse': 0.5741516160495074, 'other': 0.5945719269994633}","{'truefalse': 0.5854682298451296, 'other': 0.582483660130719}","{'truefalse': 0.5792286145227322, 'other': 0.5879535147392291}"
FTTTT,VraiFaux_Other,Xgboost,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.5912526626812341,"[[29.33333333 20.        ]
 [20.33333333 29.        ]]","{'truefalse': 0.5874701510106616, 'other': 0.5921229200214708}","{'truefalse': 0.5904139433551199, 'other': 0.5888364779874213}","{'truefalse': 0.5888496280102361, 'other': 0.5903841055213097}"
TFFFF,VraiFaux_Other,Xgboost,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.5891837110742584,"[[38.66666667 28.66666667]
 [26.66666667 40.66666667]]","{'truefalse': 0.6049878249597085, 'other': 0.5742209383753502}","{'truefalse': 0.5863561591201085, 'other': 0.592854630168063}","{'truefalse': 0.5950617283950618, 'other': 0.5829116951923969}"
TFFFT,VraiFaux_Other,Xgboost,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.5841901603095633,"[[41.         26.33333333]
 [29.66666667 37.66666667]]","{'truefalse': 0.5601197358279028, 'other': 0.607781862745098}","{'truefalse': 0.5899922142315651, 'other': 0.5791459053092064}","{'truefalse': 0.5739221545840252, 'other': 0.5925098519442568}"
TFFTF,VraiFaux_Other,Xgboost,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.5741109268472453,"[[37.         30.33333333]
 [27.         40.33333333]]","{'truefalse': 0.5985663671081213, 'other': 0.5528098739495798}","{'truefalse': 0.5756173896499239, 'other': 0.576217281821052}","{'truefalse': 0.5850418078235824, 'other': 0.5623357406303143}"
TFFTT,VraiFaux_Other,Xgboost,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.5817025981205085,"[[37.66666667 29.66666667]
 [26.66666667 40.66666667]]","{'truefalse': 0.6061089797491416, 'other': 0.560688025210084}","{'truefalse': 0.5795056896426759, 'other': 0.58851983476095}","{'truefalse': 0.5904935752890225, 'other': 0.5721345306160628}"
TFTFF,VraiFaux_Other,Xgboost,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.5815736134144094,"[[36.33333333 31.        ]
 [25.33333333 42.        ]]","{'truefalse': 0.6236751979538925, 'other': 0.5408876050420168}","{'truefalse': 0.575933075933076, 'other': 0.5897435897435898}","{'truefalse': 0.5981521775322506, 'other': 0.5634901113098788}"
TFTFT,VraiFaux_Other,Xgboost,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.5470057121798415,"[[35.         32.33333333]
 [28.66666667 38.66666667]]","{'truefalse': 0.5758388953121715, 'other': 0.520500700280112}","{'truefalse': 0.5456084240451876, 'other': 0.5511936339522547}","{'truefalse': 0.5591054490134147, 'other': 0.5340683621933623}"
TFTTF,VraiFaux_Other,Xgboost,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.5840796019900497,"[[38.66666667 28.66666667]
 [27.33333333 40.        ]]","{'truefalse': 0.5922368789853549, 'other': 0.574641106442577}","{'truefalse': 0.5808906332803391, 'other': 0.5865932471797168}","{'truefalse': 0.5862053012355722, 'other': 0.5802505289885738}"
TFTTT,VraiFaux_Other,Xgboost,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.5791044776119403,"[[37.66666667 29.66666667]
 [27.         40.33333333]]","{'truefalse': 0.5969787944082405, 'other': 0.5597689075630252}","{'truefalse': 0.5744873670861379, 'other': 0.5829471182412359}","{'truefalse': 0.5854093996600641, 'other': 0.5709993674889311}"
TTFFF,VraiFaux_Other,Xgboost,"KFold(n_splits=3, random_state=30, shuffle=True)",0.3,0.7,30,0.6262576008844666,"[[38.33333333 29.        ]
 [21.33333333 46.        ]]","{'truefalse': 0.684262446569967, 'other': 0.5679534313725491}","{'truefalse': 0.6126233632455776, 'other': 0.6436507936507936}","{'truefalse': 0.6461356333502452, 'other': 0.6029994340690435}"
